"id","yhat"
914,0.181514038262302
957,0.220009219650578
1406,0.0668142613934096
1414,0.148671338926958
1546,0.11377264143919
1651,0.0185210534565904
2046,0.181025040567126
2534,0.185813427600455
2801,0.139106695615104
3689,0.0750383774957812
4308,0.118385307248255
4480,0.120648497888404
4847,0.173531560445502
4871,0.194278741827115
5665,0.181517086489776
6157,0.203380115558169
6190,0.175452855245825
6882,0.137430582768779
7501,0.0277059226007355
8109,0.116760558429081
8303,0.0527261559350273
8699,0.079372469831041
8907,0.0100710798675886
9512,0.110383073190189
9520,1.27532036024003
9580,0.213918952983557
9695,0.0657531646905678
9989,0.100980564898474
10006,0.134297515837062
11177,0.0202151389038642
12033,0.0903724370469288
13994,0.0628834339310976
14176,0.197622838534517
14745,0.10738473547427
14834,0.0349599840416964
15750,0.00973197595088504
16470,0.0745168970805565
16667,0.074551423223567
16691,0.15117366852007
16705,0.00910606274457732
17655,0.108836051549538
17809,0.0423515144794733
17990,0.195593459228665
18554,0.0350533233025574
18830,0.148628175123992
19410,0.0689782206595889
19437,0.136145830741565
19690,0.031681646361635
19798,0.142226355215638
20117,0.176974778874922
20168,0.050641210147935
20664,0.116431975408523
20842,0.119876184054582
21377,0.110382754528173
21652,0.248244965374223
21768,0.170505006710097
21784,0.0540882153019865
22225,0.0323971376248569
23337,0.12395973483704
23442,0.268311769272063
23698,0.0561399785890047
23892,0.107716942611084
23949,0.139931019710076
24570,0.122427463409586
24791,0.0759663876952168
25313,0.197339766279849
26433,0.0386294866539964
26824,0.105265510937265
26832,0.243320391417322
27014,0.0372187610083658
27022,0.0389745704839304
27332,0.262079772607018
27642,0.12000055645154
28398,0.102928429100436
28630,0.0330159544182733
29246,0.0980983044035218
29289,0.256924088835677
29483,0.101443396776623
30805,0.656180623129777
31046,0.0103709201321195
31283,0.16450845677949
31461,0.0397638546171135
31518,0.239269469990083
31550,0.0118876040965788
31593,0.107204187546846
31879,0.0302795829534416
32263,0.19848389984404
32638,0.0356986716027196
32883,0.147632481252673
33235,0.0234064040639404
33316,0.159905362382146
33472,0.116903877584991
33618,0.0979625321042128
33847,0.129656325868499
33960,0.0133451207838106
34657,0.338111536196939
35475,0.19915523977636
35823,0.0420306706192745
36005,0.0878964425591164
36110,0.114497749652746
36137,0.0423877267683623
36145,0.169407231912179
36269,0.0143271463376129
37176,0.133577575255193
38407,0.0424798336900566
38440,0.155497174391576
39217,0.0361079289906225
39390,0.0117393581548365
39543,0.0421245227592745
39730,0.135829878189954
40126,0.264674812173774
40347,0.165702669401782
40428,0.045627368990421
40665,0.156095052468811
40738,0.15120205526498
40770,0.12265820620895
41904,0.119457566863239
42153,0.0112657330740208
42323,0.053676028665413
42781,0.171237514666579
42803,0.141217799543456
43486,0.130599444852513
44580,0.0503668486470991
44970,0.051277157064704
45128,0.0706545052436101
45233,0.220433575055424
45640,0.197277549431036
45861,0.00973893379629966
46108,0.175055093347923
46175,0.226352471712857
46272,0.11017423600898
47139,0.314077821450344
47449,0.0669404140036857
47619,0.143394019094768
47805,0.170530789373748
48534,0.0695517230024792
48615,0.103194072993105
49158,0.111971303101848
49263,0.0849864983776831
49620,0.144412705095191
49778,0.154552343172152
50040,0.0980743186080851
50075,0.113800533965058
50130,0.0731374386302927
50504,0.253745273776862
50741,0.0736265743003933
51004,0.0487129314969906
51349,0.082622170629251
51691,0.18961794894357
52027,0.0929502487977494
52248,0.0725926348775577
52647,0.0141962114632601
52728,0.14593727818901
53767,0.104183696808301
54070,0.0852639352646147
54275,0.116435610016978
54429,0.091527644143568
54542,0.05803602290766
55093,0.172184333495121
55573,0.140638006479548
56006,0.196703220166256
56120,0.117596326854732
56618,0.13013216412763
56952,0.0649999795615367
57290,0.133358294563069
57312,0.106367747892354
57487,0.075978747836902
57673,0.0285447971618626
58319,0.0353307091424398
58483,0.0450440353705466
58572,0.129647272888841
58874,0.0919264515997622
58912,0.116631197317273
59269,0.0103885380370925
59412,0.0556597062685191
59463,0.0826989604530267
59587,0.174872440759447
59927,0.148093853004901
60623,0.079184497415948
60690,0.0369340040312791
62189,0.13099973819214
62367,0.0548883554087066
62383,0.217564729973907
62448,0.0983848481925412
62740,0.131923970459087
63002,0.0334648427692242
63126,0.0789131650523481
63304,0.117926724756545
63444,0.106868027047394
63827,0.148055824058254
64017,0.0497929091790671
64041,0.0868822386673232
64408,0.00980376126004942
64831,0.163482207140349
64858,0.0933979618819714
64874,0.133330642231316
65234,0.181113720362301
65340,0.0856154387487218
65358,0.121476987066735
65676,0.0469510191889913
66060,0.131192651403782
66109,0.0472242300015524
66192,0.0225150768180018
66320,0.0438170349569863
66389,0.163080754739639
66702,0.172407018367252
66958,0.139595001657134
67156,0.119024726800013
67261,0.0138458024671974
67458,0.074755283390829
67768,0.101532782634441
67938,0.123011496034269
68020,0.140187621594514
68314,0.0165977967852277
68640,0.0822011807928499
69019,0.0224813103313792
69272,0.0949015422863889
69841,0.0290105654811625
69876,0.0267125585121168
70343,0.0588882291039054
70416,0.103008770945308
70661,0.164142784376877
71382,0.23254920987436
71706,0.0981807663293738
71803,0.138171787475515
73261,0.6430651282385
73318,0.0744667690094604
73342,0.0670498621044654
73768,0.658045185073717
73890,0.120436400575666
